ID_заказа,ID_исполнителя,тип_работы,город,продолжительность_заказа,расстояние_от_центра,рейтинг_исполнителя,возраст_исполнителя,опыт_работы,наличие_бонусов,историческая_средняя_зарплата,уровень_безработицы,день_недели,время_суток,сезон,вышел_на_смену
1705,87,электрика,Санкт-Петербург,5,7.664507190672355,1.6720829970243885,29,10,1,4097.020387741817,7.380844735817883,1,8,3,0
1706,55,уборка,Новосибирск,8,5.404653134891197,4.268132108881344,33,9,0,1714.5287261596889,9.479021945217475,1,1,3,0
1707,476,покраска,Москва,8,17.986736232419158,1.6454708918174754,25,30,1,1683.4371044923428,0.1611973898154584,1,15,4,0
1708,800,уборка,Санкт-Петербург,6,22.958642505845187,2.3039428032309983,28,24,1,3220.444387870819,8.986285115105218,3,16,2,0
1709,178,покраска,Новосибирск,11,10.298570035353599,2.963339423787933,31,0,1,1521.234242846349,9.666844835828538,2,2,2,0
1710,391,покраска,Новосибирск,1,17.557035867459586,3.3781266754110018,44,2,1,3865.819539036303,8.657660532215287,7,5,2,1
1711,349,электрика,Москва,8,3.3946701893840756,3.2385320971469262,35,0,1,1557.0581336551036,9.48884400289526,1,2,2,1
1712,8,покраска,Екатеринбург,4,28.088135398498316,1.408384046839989,25,6,1,4905.727713614384,1.1853633313662215,2,5,1,0
1713,833,штукатурка,Екатеринбург,2,10.438437466785798,2.686704011455404,50,13,0,4582.213688012982,9.922476026415158,1,18,4,1
1714,313,штукатурка,Екатеринбург,1,29.926417948618287,4.69163705682329,21,22,0,4353.824263997955,7.6521610725777744,4,14,4,0
1715,759,штукатурка,Санкт-Петербург,7,29.368338797568573,4.489474111007406,47,16,1,4343.442570271145,0.6948562437431527,5,17,2,1
1716,835,электрика,Екатеринбург,2,23.475291755406438,3.363134093018559,37,13,1,4420.3128057478825,6.788902173718401,6,1,4,1
1717,984,штукатурка,Санкт-Петербург,4,1.091979314505518,3.2892983018144055,47,8,0,3019.8959336401626,7.031254266423536,3,19,4,1
1718,983,электрика,Санкт-Петербург,4,16.532510151338716,1.4467007305973207,44,20,1,4271.498306128751,6.293514544638996,4,18,3,0
1719,443,электрика,Новосибирск,10,3.0616744029803393,1.8010378092412136,42,1,0,2785.0260943051335,8.7467617499227,4,23,3,1
1720,767,штукатурка,Екатеринбург,1,26.906571765864726,2.010558970416384,23,31,1,4469.352271978698,7.487641523135667,2,16,3,1
1721,328,покраска,Екатеринбург,2,23.794269453098384,2.9527829140952226,22,7,1,3662.881737777721,1.617269127369182,4,5,2,1
1722,54,уборка,Екатеринбург,1,29.184041109572647,3.925424192382875,31,35,0,2754.2075874313496,2.5019827381726714,3,5,4,1
1723,761,электрика,Санкт-Петербург,6,18.447297117918964,2.842901422417033,31,25,1,4109.156080111119,4.634216358589977,1,4,2,0
1724,239,штукатурка,Санкт-Петербург,3,15.90409773228797,1.504244167349591,51,36,0,2349.8849965233007,3.9481419818926966,5,11,3,0
1725,229,электрика,Екатеринбург,1,15.809728750359435,2.757395508045522,58,14,1,4876.323785713679,6.629846226368886,3,13,4,1
1726,579,покраска,Санкт-Петербург,8,11.900227046403174,1.6505330149955535,42,33,1,3826.6080468916657,1.3642507369832457,5,9,3,0
1727,51,покраска,Санкт-Петербург,4,14.32635698325966,4.004589406771538,56,20,1,2904.207274221433,3.54305174718239,4,10,2,0
1728,609,штукатурка,Москва,10,19.244671202492835,1.666003441618316,35,22,0,3427.5486441363682,2.428070020810206,3,11,1,1
1729,604,электрика,Москва,7,28.021954422910177,2.930135958177827,37,8,1,4081.48852724415,2.936361679322813,7,7,3,0
1730,264,уборка,Екатеринбург,10,18.078587978552918,3.773654410644372,25,39,0,4290.627519623872,7.108399175678713,2,0,2,1
1731,418,уборка,Екатеринбург,2,25.784920298362334,1.9127922557808343,43,25,0,4912.355440768139,0.8047551365622296,5,20,3,1
1732,803,электрика,Москва,6,25.95200738342377,1.3041204305493057,38,21,0,2231.3510405007796,8.87345717373384,2,19,2,1
1733,96,электрика,Санкт-Петербург,6,15.805563937523647,3.253197904298995,44,12,0,3265.535369869993,6.41042001456385,6,23,4,1
1734,88,электрика,Санкт-Петербург,7,10.750354424179838,1.21681065401757,49,24,1,1820.1019609786558,4.116550455822729,5,9,2,0
1735,78,штукатурка,Новосибирск,1,19.36742926329639,3.351074571872672,59,6,0,1787.9594366235808,4.857716204532778,6,1,1,0
1736,288,покраска,Екатеринбург,1,13.65338158648786,4.013994150344805,34,26,0,1865.1641924645132,6.981905763977807,4,9,4,1
1737,120,уборка,Екатеринбург,2,2.9025055859970204,2.317263966689226,18,14,1,2408.263132354041,7.307552193639375,5,22,1,1
1738,814,штукатурка,Екатеринбург,11,11.645368462756792,2.9533976363227685,44,11,1,3937.170975367877,8.047061157505148,1,15,1,1
1739,491,электрика,Новосибирск,2,29.825128072455087,4.715047352899786,53,32,1,4513.971248079434,2.6365671144463865,6,17,1,0
1740,912,электрика,Новосибирск,5,1.9311001657754727,2.8844354567022097,28,20,1,3025.984663099305,8.57858109057547,1,23,3,1
1741,452,покраска,Санкт-Петербург,1,21.051673901077336,4.986216245573555,58,24,0,3443.2113314728304,8.305981498595132,5,4,4,0
1742,500,электрика,Москва,11,25.31506679960179,1.6280096454306916,58,39,0,2222.2845057364216,8.55084534364593,5,11,4,0
1743,165,штукатурка,Москва,2,19.63741415252367,3.8357356099331565,52,21,0,4268.784231656555,0.8082862019686854,4,1,4,0
1744,182,штукатурка,Москва,6,17.307572819317055,3.610474392789016,55,13,1,4609.239395822604,1.4361947386470209,1,0,1,1
1745,469,покраска,Санкт-Петербург,3,21.372855300873347,4.489219254105309,55,7,1,3199.5888628486923,6.247613993802011,2,1,1,1
1746,910,штукатурка,Москва,4,13.165610750339843,1.369772847962163,59,23,0,2063.0599591767213,9.529949936684794,3,11,4,1
1747,735,уборка,Новосибирск,1,3.1951712506118644,2.120826366007267,59,2,1,1517.8557898251204,1.0991872622553656,2,10,4,1
1748,823,штукатурка,Новосибирск,5,28.88996675194976,1.528716903041341,53,11,0,3377.4390460471127,7.388546133600419,3,0,3,0
1749,944,штукатурка,Екатеринбург,4,13.252872714533785,4.732380489087686,27,21,1,3241.7254161576457,1.3611562893756912,3,10,1,0
1750,978,штукатурка,Москва,8,20.12898249645652,2.7065412985810284,57,15,1,4740.33025053117,9.504672596362653,3,6,4,0
1751,7,уборка,Новосибирск,3,16.17365788823421,4.640263382140276,18,6,1,1627.6950554029181,8.001159955290442,5,21,1,1
1752,330,электрика,Екатеринбург,10,2.1128556233378593,2.1776279774352907,39,17,0,2021.3303453956996,2.88366056626852,7,7,3,1
1753,775,штукатурка,Москва,1,28.606024729279884,1.5054724054466075,34,22,1,2191.9030534829985,0.47598370809305846,1,14,4,1
1754,673,покраска,Москва,10,23.879848170372536,2.1861490919440656,29,25,1,3414.936196670542,4.366462251310922,4,2,4,0
1755,151,уборка,Новосибирск,5,4.89838788684715,3.388697437312196,30,37,0,2496.576771071431,5.2507279523423716,4,18,2,0
1756,85,покраска,Екатеринбург,1,29.45864185050387,4.3809303671383635,42,1,0,2219.876567677869,5.270734938079544,4,21,3,0
1757,147,штукатурка,Екатеринбург,11,22.238590479065383,2.5415627728999874,43,1,0,3300.454129505234,8.519002857293334,1,5,2,0
1758,624,покраска,Новосибирск,5,14.433488687635112,4.659234637013936,57,21,1,1642.286182796233,9.80900047940369,5,2,2,0
1759,381,штукатурка,Новосибирск,9,18.53541666850741,1.9769282387117149,56,37,1,4913.348338457183,4.3191805465585,6,21,3,1
1760,915,уборка,Новосибирск,5,3.6487321194306266,3.7741627492150673,50,27,0,4513.565159274043,1.6379436146991733,7,12,4,1
1761,548,покраска,Москва,2,17.032139545460524,3.942853401929089,25,16,1,2451.864661555754,3.7696938514596368,6,16,3,0
1762,285,покраска,Новосибирск,2,2.6730016245032524,2.095851677322464,30,17,0,2676.5956298466394,7.12129301679043,4,0,1,1
1763,700,штукатурка,Новосибирск,10,16.573230085019407,1.1078795132021098,43,1,1,2360.6436274547905,5.836680789838569,5,14,4,0
1764,82,штукатурка,Санкт-Петербург,9,16.80452281850217,2.4609493682030217,34,34,1,4749.396692823275,0.8678941332769852,2,4,1,0
1765,514,электрика,Новосибирск,5,26.295944162241945,1.1807845892245443,41,14,1,3786.1901020183473,2.0994287742418383,1,19,3,1
1766,897,штукатурка,Новосибирск,11,21.889196258032673,4.603015101608711,41,14,0,3324.1258291295426,6.935246549872146,2,10,1,0
1767,815,штукатурка,Москва,8,7.861795570346041,4.814101051736232,29,33,0,3280.098647397701,6.980761060301379,1,1,1,1
1768,709,электрика,Екатеринбург,10,26.70857119454178,3.941519663784002,48,14,1,2080.7222240067645,6.090237964785313,5,2,3,1
1769,916,штукатурка,Москва,4,17.41065861301617,3.9067383412553354,33,17,0,4869.262686604565,2.940369466666751,6,15,2,0
1770,523,штукатурка,Санкт-Петербург,2,18.388194617933994,1.9635706776469224,59,12,0,4701.091033941135,1.6325515514967803,5,0,2,1
1771,746,электрика,Новосибирск,4,5.484950392054261,1.2957023062323385,33,37,1,4833.4736857610515,2.2881564556753284,7,21,2,1
1772,386,уборка,Новосибирск,11,25.80432108108886,4.208418543443667,47,7,1,2518.262725115853,8.075567370416568,2,20,3,1
1773,707,уборка,Новосибирск,4,27.96347089298805,3.2366477262134703,45,15,0,3168.269845956791,4.8856625040158335,6,9,2,0
1774,471,штукатурка,Новосибирск,11,23.36222416009979,3.7265101231487,20,19,0,3316.2415844068037,3.512005375742712,1,5,2,1
1775,119,штукатурка,Новосибирск,9,28.252197353027682,4.11856427234492,50,25,1,3213.8613695650074,1.3591111673060818,6,10,3,0
1776,396,электрика,Новосибирск,10,9.417847171609203,2.6377370758090755,41,34,1,1567.163230854345,3.925766980759502,7,21,2,0
1777,532,электрика,Санкт-Петербург,11,25.90301546670175,1.5781863599132708,47,16,1,4416.02253984561,4.177954375037077,6,1,2,0
1778,261,уборка,Новосибирск,6,14.922347714480404,4.180147197451582,57,25,1,4112.909287995099,8.860289523165497,4,10,4,0
1779,805,покраска,Новосибирск,10,5.335557486835755,2.8150625569136296,45,17,1,3161.79371565951,9.401137373299498,4,13,1,1
1780,934,штукатурка,Новосибирск,6,20.229617671485336,4.30769692342373,56,6,0,2435.9067643954327,8.394478168194807,3,7,2,1
1781,256,покраска,Санкт-Петербург,5,20.68154798582343,2.750796587040051,19,34,0,3722.419196034758,3.8817754134020435,6,14,1,1
1782,734,покраска,Новосибирск,6,8.96427315582236,1.8680656338292243,30,11,0,1984.0223401857222,5.591729149545808,7,13,2,1
1783,905,электрика,Санкт-Петербург,1,1.3110532830133168,1.6840200666151293,54,0,0,4990.471991991773,8.411822214858699,2,5,2,1
1784,226,штукатурка,Москва,5,6.395494143024118,3.9756870262366713,27,24,0,1938.6901232195453,0.5045311262505325,7,13,1,0
1785,53,штукатурка,Новосибирск,6,12.293437656379659,3.299556491175987,57,15,1,1704.5904384792793,5.328325066918068,5,17,2,1
1786,940,электрика,Екатеринбург,8,5.443105876266122,2.618411601858746,30,14,1,3643.4305711596994,3.9863195614161895,6,16,4,1
1787,867,покраска,Санкт-Петербург,4,6.223883473068323,2.968467024765328,36,10,1,3121.9405033067155,3.810325241812315,2,8,4,0
1788,500,электрика,Москва,5,12.04602459927695,3.1985544211461594,23,36,1,4016.501734346214,3.5009012248461477,7,19,1,0
1789,506,уборка,Санкт-Петербург,4,28.87270512210253,1.957665767303184,35,38,0,1947.8853682254198,6.4046380162613294,4,12,1,1
1790,854,штукатурка,Санкт-Петербург,7,23.045183704525627,2.5126623187907566,57,2,0,2773.1100069894337,4.173258099047934,6,9,3,0
1791,364,уборка,Москва,10,9.932577836183642,2.16964586043894,26,38,0,3253.616767462302,3.221682388109741,3,14,2,0
1792,280,электрика,Новосибирск,6,28.57232003309717,2.553695386982509,34,19,1,3064.46950489696,5.66300376317086,1,10,3,1
1793,593,штукатурка,Новосибирск,4,19.546580371632615,3.0022488540716195,21,22,0,3540.6174766216027,3.7313053374235228,4,23,4,1
1794,714,уборка,Санкт-Петербург,6,13.935764516884134,1.6934301562174636,23,14,1,1856.1255829596316,0.34692184984777663,4,1,1,1
1795,158,уборка,Москва,4,14.314855869176839,2.574060250595552,28,17,1,3263.036190839343,4.176303001663589,7,23,2,1
1796,632,покраска,Новосибирск,8,12.61696180114406,2.541977773227694,59,38,0,3441.683997565169,1.9608966655108584,2,10,4,1
1797,59,штукатурка,Санкт-Петербург,11,7.373265550105221,2.144015267369051,43,34,1,4583.577514420048,0.9991366518359457,1,1,4,0
1798,727,уборка,Екатеринбург,3,11.905649670304319,4.993985299209808,28,28,0,3498.7666486729922,8.725983829574886,7,8,2,1
1799,128,уборка,Москва,8,16.07294332928008,1.2945100359771655,25,19,0,3415.5343026075025,6.918242388671466,4,7,1,1
1800,736,покраска,Екатеринбург,2,16.07680684654152,3.571804557142943,20,14,1,4342.272363580418,3.808884563237452,3,1,1,0
1801,721,уборка,Екатеринбург,6,22.971238615269282,1.6977544261457425,19,31,1,1727.4912646199143,9.852737054142118,5,5,2,0
1802,882,уборка,Санкт-Петербург,8,11.084536786141902,4.35809595714073,35,11,1,3767.8675573810565,3.6719580754494716,4,20,4,0
1803,115,уборка,Москва,1,21.645541864466598,4.656786144037204,19,11,0,4341.315541997309,2.444589777702151,6,1,4,0
1804,209,покраска,Новосибирск,6,17.553709243676195,2.6059119304358354,43,24,0,1831.0849881399092,4.735075250300854,2,7,2,0
1805,526,уборка,Новосибирск,9,28.874439433541614,4.293913797682839,29,33,0,4340.503626605662,9.455624586211774,4,0,3,0
1806,521,уборка,Санкт-Петербург,10,11.86590531800249,1.9996377974002417,54,7,0,4255.045744717336,6.639849439544719,2,23,2,1
1807,552,штукатурка,Новосибирск,10,27.085885695693314,1.5602740293170463,43,23,1,1503.3009517287646,7.305931415886754,1,21,1,0
1808,962,штукатурка,Новосибирск,2,24.708955145299537,2.263513065610444,53,0,1,2361.549919651078,1.652919762185563,4,5,3,1
1809,237,покраска,Екатеринбург,11,19.31109639538898,2.366696055564189,33,24,1,2029.4037619379305,0.4014600973807325,3,0,3,1
1810,281,электрика,Екатеринбург,1,19.80817676889246,2.5894301791423158,31,33,0,3289.6824354292294,5.371289176449957,4,13,1,1
1811,359,штукатурка,Москва,2,2.997173070889115,2.491835767831275,19,13,0,4699.023127219018,3.303283376026498,5,20,2,0
1812,201,покраска,Екатеринбург,5,28.531625865006255,2.6445778114020158,38,35,0,3609.4725360570687,0.42657906720581784,3,22,2,1
1813,758,уборка,Новосибирск,6,3.6546138731244455,3.84013346322052,24,5,1,3606.310489864171,8.961562423126118,5,3,3,0
1814,278,уборка,Москва,1,17.11538260793346,1.9823205314629408,28,8,1,1929.9702262847857,0.2510267584954251,4,19,1,0
1815,235,покраска,Москва,7,10.237088613250057,1.0743023830604868,46,0,0,3832.3275861763186,0.1265495852029952,3,15,3,0
1816,494,уборка,Санкт-Петербург,11,13.180633359550628,2.9587222055250866,54,8,1,4609.122027011096,2.9916917000958265,3,2,4,0
1817,4,уборка,Екатеринбург,4,18.5003988196861,2.793164976819456,56,23,0,3002.7166995924235,4.972541800821906,5,23,3,0
1818,666,электрика,Москва,9,27.31111564752849,1.2402599593737218,45,38,0,3886.1876967286444,4.507959075811007,1,4,4,1
1819,442,уборка,Новосибирск,6,13.998230145382893,1.535205606005655,57,17,1,2532.258897800305,3.599776654864024,5,13,2,1
1820,29,штукатурка,Москва,9,29.638021881540013,3.0396835787395755,21,38,0,2441.1472448514587,8.637782567577894,3,11,2,1
1821,109,уборка,Москва,1,17.987955927869244,1.9390030400783171,21,17,0,2147.825649320499,2.975853353222991,4,5,1,0
1822,610,покраска,Санкт-Петербург,4,5.236341307944147,4.510393176565788,44,27,1,2345.2595702373765,6.527897507983714,4,13,3,0
1823,727,электрика,Новосибирск,2,6.1052741975219424,1.6931699458379805,23,1,1,2699.654599972072,3.9860792044162583,1,18,4,0
1824,805,уборка,Новосибирск,6,21.625275549882907,1.080490527394065,51,36,0,3483.548314062421,3.886747302935323,4,0,1,0
1825,75,покраска,Екатеринбург,4,1.9867349301797619,2.7902550775642414,58,35,0,4232.291261248291,9.32809098493943,3,23,4,1
1826,838,штукатурка,Новосибирск,9,14.670076498555693,4.944652442433021,57,23,1,2513.471003536839,6.974472801239912,4,7,1,0
1827,146,уборка,Москва,3,4.87246373920374,3.5354901052259056,35,34,1,2088.390658540882,5.382062486372204,3,22,2,1
1828,128,электрика,Новосибирск,1,13.279949737746428,2.416118885047698,47,5,0,3074.1696141061257,1.7462098096383538,4,6,3,1
1829,853,уборка,Новосибирск,11,22.622563951115726,1.0674720458714333,50,16,0,4263.301422501958,1.3759249582511979,1,19,3,1
1830,42,покраска,Москва,11,14.034981383122307,2.939793758968907,37,29,1,2862.663298237651,1.9364766461129956,4,11,1,0
1831,356,электрика,Санкт-Петербург,1,5.3218077149373455,1.825864008553721,53,7,0,4696.4606882636635,6.269365664954317,2,9,1,1
1832,41,уборка,Екатеринбург,9,7.9317984255209515,3.591016341786584,22,9,0,2367.7013924168846,0.5601867749477585,2,5,1,1
1833,934,штукатурка,Екатеринбург,9,11.34241786523938,3.332033974925205,52,15,1,4154.098581103051,4.640993423919349,7,5,3,0
1834,34,электрика,Санкт-Петербург,5,2.552054912849234,2.0608551015487397,36,37,0,3137.1545515117596,4.597496265170642,3,12,2,1
1835,17,штукатурка,Москва,2,17.737960264393095,1.2755309368746865,29,25,1,1874.9406834053589,9.178048836993431,6,12,1,0
1836,677,покраска,Екатеринбург,9,18.42224684270248,4.020076792161339,43,30,1,2483.7531132626477,3.6992286837399724,3,7,1,0
1837,153,уборка,Санкт-Петербург,8,2.33348185041074,3.341856378371769,36,7,0,4503.7816507729995,8.965946635824123,4,16,3,1
1838,998,штукатурка,Санкт-Петербург,11,12.36818397463778,4.368504998034513,28,34,1,1520.6088112685802,6.1508164373230745,2,15,2,1
1839,378,покраска,Санкт-Петербург,10,12.713020145099385,2.039200062546865,37,33,1,4147.195904899687,3.9009804423274943,4,21,4,1
1840,588,уборка,Екатеринбург,10,10.347677272301736,3.6114482591216484,26,9,1,4339.922840946371,5.265824322520069,3,17,4,1
1841,599,покраска,Екатеринбург,6,16.953322339767798,1.4747220021147398,37,39,0,1919.4312458516893,0.9422402652102935,7,4,2,0
1842,629,штукатурка,Екатеринбург,7,10.705745956773297,2.1672396316673748,44,11,1,4867.663138312947,8.896195839528449,5,8,2,1
1843,874,покраска,Екатеринбург,6,12.784073744595279,3.6261564475094783,22,26,0,4553.017595783861,6.314971682257399,2,16,1,0
1844,342,электрика,Новосибирск,5,24.026944649527366,4.302325220579172,27,18,1,2124.8595495428926,4.3561121595654075,7,5,3,1
1845,981,уборка,Санкт-Петербург,4,5.2822259851909426,2.2837020069733875,26,25,1,2345.099541937353,7.757378713126748,2,20,3,1
1846,27,покраска,Новосибирск,7,18.763883511450917,4.195414226226005,42,14,1,4364.60269172325,4.044912351341415,5,4,2,0
1847,825,штукатурка,Санкт-Петербург,4,15.415034849879945,3.71100984109313,30,30,1,3412.3062769979797,4.609859077823657,6,10,4,0
1848,287,уборка,Екатеринбург,10,9.499613305640798,2.3946990860303994,49,36,1,4728.9879424694645,4.220249970442956,7,13,3,0
1849,646,электрика,Екатеринбург,10,21.962272366467115,4.505587750977757,25,17,0,4926.993578310234,9.965518238014319,6,2,2,0
1850,731,уборка,Новосибирск,10,16.760056606463866,3.0369162641417247,44,28,0,2702.0439944819855,7.701814443885253,5,17,1,1
1851,168,электрика,Москва,9,14.582165045340512,3.592987290184329,39,26,1,1839.4020833079271,9.287896048629495,2,22,3,0
1852,610,уборка,Екатеринбург,5,20.1962447857504,2.9825253676139205,45,37,1,3962.3021045419846,3.79646537960614,6,14,4,0
1853,268,покраска,Москва,8,24.167564085450145,2.810879841963072,35,19,0,4730.922461660794,4.901687191028684,2,18,4,1
1854,749,покраска,Санкт-Петербург,6,29.193729305990498,4.391910868955426,40,20,1,2077.07275087584,2.0135774669434223,2,13,4,1
1855,821,штукатурка,Новосибирск,4,19.06583586710302,2.178817660154503,58,28,1,4948.849164972371,0.10132470411118533,3,18,2,1
1856,455,электрика,Москва,3,26.295979569311296,1.1465168894548987,48,14,0,2185.54438786058,1.947756126610024,2,17,3,0
1857,906,штукатурка,Москва,11,0.5322004601772299,4.519130574179845,58,21,1,1801.9645905804823,9.28926261375165,1,3,4,1
1858,685,покраска,Екатеринбург,6,16.14195293541379,4.300095812204733,51,22,0,3234.9429267340493,4.563718285243851,2,7,1,0
1859,401,электрика,Москва,1,6.832102688720844,2.466241898278451,24,3,1,4319.504137773585,1.3084567440421957,5,19,1,1
1860,922,штукатурка,Москва,2,3.2786774839525465,1.741804554820845,22,23,0,2740.3131070944755,4.525729706791154,1,3,3,0
1861,981,штукатурка,Санкт-Петербург,7,16.193145003399565,3.702134572193884,38,13,0,2661.443810871513,7.927361443890442,5,11,3,1
1862,476,штукатурка,Новосибирск,4,22.531381931398275,1.315043614542557,23,36,0,2189.8896077066343,5.007955755922623,5,5,4,0
1863,702,штукатурка,Екатеринбург,5,12.662039412994202,2.695019022155234,52,20,0,4951.277204410286,9.36824352486973,7,8,1,1
1864,634,штукатурка,Екатеринбург,11,20.26816975566083,1.3434492861601246,59,38,1,2696.528761644571,8.983616762113597,4,2,1,0
1865,558,электрика,Москва,10,14.946717988308023,3.3916387013150513,40,12,1,3832.6472233359605,4.732491753633546,2,6,3,0
1866,576,штукатурка,Санкт-Петербург,1,13.394033045803067,1.10883353523852,20,18,0,1963.333618963047,0.8295795576839815,2,13,2,1
1867,130,электрика,Москва,2,9.062570892857888,3.5169535025372465,50,25,1,3074.1485889035707,7.044469678677029,7,19,4,0
1868,822,штукатурка,Москва,4,11.786508677779635,3.6928222931575863,55,35,1,4285.387248526042,3.563790634334648,2,14,2,0
1869,363,покраска,Екатеринбург,8,10.818971108435623,2.9485778985006044,40,32,1,4896.196035781351,7.85728059207456,7,11,2,0
1870,705,покраска,Москва,10,19.562521928439004,1.7000293171904475,33,39,1,2120.6746038170186,3.0886818905486746,5,22,1,1
1871,819,штукатурка,Москва,4,3.922546082734616,1.405575754508829,42,15,0,1831.275694193496,3.3062256787020528,6,3,1,0
1872,693,уборка,Санкт-Петербург,3,3.232772876290277,2.253169392548013,33,18,1,4956.26200403095,5.423205654980151,1,5,1,0
1873,292,покраска,Екатеринбург,3,19.97038332914958,2.8608267184000495,42,36,1,3439.6398140329925,0.24897799964953116,2,2,4,0
1874,371,электрика,Новосибирск,5,16.61579306142698,3.568833267379378,59,13,1,2708.973116767139,1.6965666299129045,2,3,2,1
1875,794,штукатурка,Санкт-Петербург,3,13.190902853908398,1.0050005100739985,24,29,1,4860.974430835658,8.514143047331373,6,4,2,1
1876,29,электрика,Санкт-Петербург,8,4.997065090033154,3.8442556769414526,25,30,1,2865.6618475286787,9.565725172950833,1,6,2,1
1877,149,уборка,Санкт-Петербург,5,12.62529980014469,3.850847728501106,20,19,0,2312.0134236607246,1.9208658596051364,7,13,1,0
1878,779,штукатурка,Екатеринбург,7,23.797087017940342,2.7781512259699994,22,6,1,4312.262619918956,7.72466890707746,1,16,4,1
1879,296,покраска,Москва,11,26.743826455783083,2.373625782991807,36,36,1,2598.8757076568727,1.1186255452454497,7,7,1,1
1880,11,электрика,Новосибирск,8,21.226008813944492,4.369234258681434,24,1,1,2626.922332614663,4.726907811972283,2,5,2,0
1881,512,покраска,Екатеринбург,5,2.2674091884859844,4.138349928124912,39,21,1,3057.464036708904,5.084681496558192,4,12,3,0
1882,676,покраска,Москва,8,20.277088409732997,4.933104354070895,43,12,0,3925.3564958741376,5.637274481059165,2,7,1,0
1883,113,штукатурка,Санкт-Петербург,3,7.609074891615689,2.4877232213558083,42,37,1,4446.172558905941,3.6143903436561233,2,23,1,0
1884,187,электрика,Екатеринбург,7,9.799911669278949,4.627330419428393,23,30,1,2291.6021708987037,8.561183548188199,6,8,4,1
1885,807,уборка,Москва,8,6.278259634819544,1.3496075435718091,22,0,0,2768.7065745161417,3.0345702908940178,5,19,3,1
1886,744,покраска,Новосибирск,7,23.384795823296034,2.645864265003409,55,12,1,3236.5902616884878,4.852284856702195,3,18,4,0
1887,227,штукатурка,Новосибирск,2,19.633762617799732,2.861496474994636,55,16,0,1589.6376269403847,1.9383566135185049,7,12,1,0
1888,310,штукатурка,Москва,8,18.549134110675837,2.7634972648138327,39,3,1,3939.869467738353,5.72850511877117,7,16,4,1
1889,98,уборка,Екатеринбург,6,20.205191985243644,3.500392753724495,48,30,1,3480.8868445578014,1.971715413870505,2,10,1,0
1890,55,штукатурка,Санкт-Петербург,10,7.48478171141515,1.6808313553526757,39,32,0,1967.461452901064,2.4150466792583805,5,15,3,0
1891,623,покраска,Москва,3,13.617010222598168,4.465808686905008,28,13,0,1956.1477734982818,4.373618574791731,6,1,4,0
1892,664,штукатурка,Санкт-Петербург,4,19.18098478569518,3.207056074158557,49,20,0,4633.1376165899765,2.7776011217388885,3,12,3,0
1893,758,электрика,Новосибирск,7,19.27952381473986,4.6168381920530575,34,21,1,3891.590122927119,0.40129553773105675,5,9,1,0
1894,406,электрика,Москва,3,23.85962995127635,1.010526576085939,58,4,1,2858.212143465744,7.964317985012745,5,11,1,0
1895,69,покраска,Новосибирск,1,8.969567017299262,3.519952454371986,39,36,1,2683.284626214322,8.201401786080039,4,7,3,0
1896,312,электрика,Санкт-Петербург,6,23.224915590056263,2.6498313874193316,33,31,0,2608.9863479251635,9.007139096850189,6,8,4,0
1897,289,уборка,Санкт-Петербург,3,13.485442178199603,3.02039624699783,59,2,0,3791.3087583503425,9.798868692874079,1,1,3,0
1898,762,штукатурка,Москва,11,20.270094415738576,3.9752180431211412,32,12,1,2125.619488163561,1.1324278661272802,1,6,3,0
1899,548,покраска,Москва,10,13.94372171192596,1.9086069933467584,25,10,1,4956.022264490779,2.745048827350749,5,22,2,0
1900,751,уборка,Москва,6,28.484000008832826,1.819597740857552,20,37,0,3904.6937975860374,6.306182374246662,6,18,3,0
1901,148,штукатурка,Новосибирск,10,5.789416809878512,3.812031270948572,30,23,0,1944.9202780087226,8.763690737434171,6,11,3,1
1902,467,уборка,Санкт-Петербург,3,20.412650113179534,3.0854630357767205,47,8,1,1983.1055298364215,1.6231203947442463,1,15,2,0
1903,739,покраска,Санкт-Петербург,6,17.507782522660687,1.9345563922467615,45,12,1,3769.0265000571935,4.835460063837368,2,19,2,0
1904,244,покраска,Новосибирск,11,5.595565707958466,2.9360745386776617,26,21,1,2841.1099778091584,9.787867402332079,4,14,3,1
1905,491,уборка,Москва,4,2.4471869064442036,2.8382336231086382,29,17,1,3809.8520755525233,3.3102738887805074,4,13,1,1
1906,849,штукатурка,Екатеринбург,4,24.074759474664077,3.765777709661246,42,9,0,4028.8090835087773,4.911029156175392,1,8,2,0
1907,958,электрика,Москва,10,5.144814342564823,1.0106444144771176,54,11,1,3382.720199907719,6.938022067395878,7,16,3,0
1908,507,электрика,Екатеринбург,10,6.001947142180391,3.347041063085932,38,29,0,2397.938043711682,4.217262782232326,7,18,1,0
1909,365,уборка,Екатеринбург,11,29.36380960767666,3.422712602049102,56,18,1,3429.0639189021367,7.175396183594437,1,22,4,0
1910,482,покраска,Новосибирск,2,21.659195118560607,3.9820405487516792,56,18,1,2976.5288469952657,1.4765426187810748,4,11,1,0
1911,201,штукатурка,Санкт-Петербург,4,7.889361827236063,4.556921864141796,36,9,1,4616.1797105691,2.3059705478547086,7,13,4,0
1912,154,штукатурка,Санкт-Петербург,11,17.932994324472237,2.7607591884467553,25,0,0,4090.739635423749,3.8689138928685862,7,1,3,0
1913,450,покраска,Санкт-Петербург,4,16.25629923287414,2.3700808972355376,55,6,1,3666.4444743412605,9.839057440196909,7,10,3,1
